id,idx,tweet,category,subcategory,target_num
102300990,2039,"$XXII check out $ZYNE the next couple days. Small float trending, moves fast, price target in the $16-17 range. Closed strong today above 14",Monetary,forecast,16
102300990,2039,"$XXII check out $ZYNE the next couple days. Small float trending, moves fast, price target in the $16-17 range. Closed strong today above 14",Monetary,forecast,17
102300990,2039,"$XXII check out $ZYNE the next couple days. Small float trending, moves fast, price target in the $16-17 range. Closed strong today above 14",Monetary,quote,14
100873231,4194,"$NVCN just bought 5,000 shares of $args for shits n giggles. Looks like some possible good upward movement coming.",Quantity,Quantity,"5,000"
101119269,741,$KTOS 5 Things Kratos Wants You to Know https://finance.yahoo.com/news/5-things-kratos-defense-security-110200083.html (business&#39;s revenue [will] double from 2016 to 2018) $LMT $BA $NOC $RTN,Quantity,Quantity,5
101119269,741,$KTOS 5 Things Kratos Wants You to Know https://finance.yahoo.com/news/5-things-kratos-defense-security-110200083.html (business&#39;s revenue [will] double from 2016 to 2018) $LMT $BA $NOC $RTN,Temporal,date,2016
101119269,741,$KTOS 5 Things Kratos Wants You to Know https://finance.yahoo.com/news/5-things-kratos-defense-security-110200083.html (business&#39;s revenue [will] double from 2016 to 2018) $LMT $BA $NOC $RTN,Temporal,date,2018
103143638,1830,"$MDP ..Meredith is getting too much credit for synergies between $TIME, Meredith +32% from close on 11/1, the good is news already baked in",Percentage,relative,32
103143638,1830,"$MDP ..Meredith is getting too much credit for synergies between $TIME, Meredith +32% from close on 11/1, the good is news already baked in",Temporal,date,11
103143638,1830,"$MDP ..Meredith is getting too much credit for synergies between $TIME, Meredith +32% from close on 11/1, the good is news already baked in",Temporal,date,1
103701008,5575,"$XCO XCO asset value:  HV ~$900 M, EF ~$300 M+, MCL 149K acres x $5K = $745 M + additional 132 K acres in appalachia.  Debt 1.2 B...hmmm.",Monetary,money,900
103701008,5575,"$XCO XCO asset value:  HV ~$900 M, EF ~$300 M+, MCL 149K acres x $5K = $745 M + additional 132 K acres in appalachia.  Debt 1.2 B...hmmm.",Monetary,money,300
103701008,5575,"$XCO XCO asset value:  HV ~$900 M, EF ~$300 M+, MCL 149K acres x $5K = $745 M + additional 132 K acres in appalachia.  Debt 1.2 B...hmmm.",Monetary,money,149
103701008,5575,"$XCO XCO asset value:  HV ~$900 M, EF ~$300 M+, MCL 149K acres x $5K = $745 M + additional 132 K acres in appalachia.  Debt 1.2 B...hmmm.",Monetary,money,5
103701008,5575,"$XCO XCO asset value:  HV ~$900 M, EF ~$300 M+, MCL 149K acres x $5K = $745 M + additional 132 K acres in appalachia.  Debt 1.2 B...hmmm.",Monetary,money,745
103701008,5575,"$XCO XCO asset value:  HV ~$900 M, EF ~$300 M+, MCL 149K acres x $5K = $745 M + additional 132 K acres in appalachia.  Debt 1.2 B...hmmm.",Monetary,money,132
103701008,5575,"$XCO XCO asset value:  HV ~$900 M, EF ~$300 M+, MCL 149K acres x $5K = $745 M + additional 132 K acres in appalachia.  Debt 1.2 B...hmmm.",Monetary,money,1.2
102315465,4315,"$JD $baba $bzun $fb $Amzn JD is a must buy at these levels. In 2018 it will explode higher   JD.Com
https://investorplace.com/2017/11/jd-com-jd-stock-advantages/2/#.WhTG4J9OnqA",Temporal,date,2018
101777195,694,"$uvxy don&#39;t cover. Thinking on adding b4 AMkt. set order at $TVIX 8.99 considering contago above 10 and a month to expire ,besides Mkt ATH",Monetary,buy price,8.99
102302456,3953,"Great+1.67% day for our buy list $MU $FIT $TQQQ $SVXY $NOK $CHK $INTC $FANG Our exit plan, evaluations are provided@ http://pattern-based-trading.com/2017/11/22/stock-picks-by-data-mining-11-21-17/",Percentage,relative,1.67
94748447,196,is a slam dunk of a buy 4 any of the following: $goog $dis $ms. What r they waiting for! Only 1 $twtr out there. The data is very valuable,Quantity,Quantity,4
94748447,196,is a slam dunk of a buy 4 any of the following: $goog $dis $ms. What r they waiting for! Only 1 $twtr out there. The data is very valuable,Quantity,Quantity,1
103571411,3084,"$CYCC volume is up 1,000% percent today!! $AGEN and $TRXC are still great longs but if you want a quick swing to pass time $CYCC is in play",Percentage,relative,"1,000"
97856526,7406,$I Still strong on the 50MA - 30 min Chart. Still holding to a small fraction for that 9$ target with stop at 6.05$,Indicator,Indicator,50
97856526,7406,$I Still strong on the 50MA - 30 min Chart. Still holding to a small fraction for that 9$ target with stop at 6.05$,Temporal,time,30
97856526,7406,$I Still strong on the 50MA - 30 min Chart. Still holding to a small fraction for that 9$ target with stop at 6.05$,Monetary,forecast,9
97856526,7406,$I Still strong on the 50MA - 30 min Chart. Still holding to a small fraction for that 9$ target with stop at 6.05$,Monetary,stop loss,6.05
96485140,7342,"$UQM I think this stock was ahead of it&#39;s time and we have reached a tipping point and it will soon be realized by the market,$2.+\12 months",Temporal,date,12
103559085,7627,"$HII 
I&#39;m out at a loss. Today&#39;s dead cat bounce proves a lack of buying interest.
I&#39;ll wait for price to &gt; 200MA before reentering !",Indicator,Indicator,200
102120169,2820,$TWX Thought they were bigger than the US Govt. and let CNN do as they pleased. $T thinks they can fight it. LMAO! 2 moron CEO&#39;s!,Quantity,Quantity,2
103380540,1979,$ATVI $EA $TTWO October digital game revenue up 15 percent year-over-year to $8.5 billion https://venturebeat.com/2017/11/30/superdata-october-digital-game-revenue-up-15-percent-year-over-year-to-8-5-billion/,Monetary,money,8.5
47656312,7034,$DIS been short this since i posted this 2weeks prior  but blue 5 is almost over**sigh**..will go long for black (5),Temporal,date,2
103530663,9215,$VRX company paying $4.1 *billion* down with cash on hand *this week* according to MarketWatch???,Monetary,money,4.1
87364352,6033,"$DLNG Stable balance sheet, steady and predictable cash flow, 12% dividend yield and bullish long term outlook. This will be 16 by ex date",Percentage,absolute,12
102086197,5373,"$WMT looks like 96.50 is the Wall , if we can take this down , I see $97 end of day for the next leg up",Monetary,support or resistance,96.50
104319653,6703,@court123 targets 2018 already my opinion only! Both look good great pipelines. $TGTX big shortsqueeze anytime possible.and partner MS drug,Temporal,date,2018
103301688,7132,$MU Memory demand will continue to rise. Great opportunity on this low P/E stock. $55-$60 in 2-3 months.,Temporal,date,2
103301688,7132,$MU Memory demand will continue to rise. Great opportunity on this low P/E stock. $55-$60 in 2-3 months.,Temporal,date,3
102328501,4107,"Alibaba: Unspoken Positives Of The Sun Art Deal 3 Trillion https://seekingalpha.com/article/4126985?source=ansh $BABA, $AMZN, $JD, $RUEIF, $SFTBF, $SFTBY, $SURRF, $SURRY",Monetary,money,3
103678810,9801,$ROKU Tech is bouncing and this is going nowhere but down.  Longs need to get a grip on reality.  20% downside here,Percentage,relative,20
101417213,2727,"$GILD Looks like Gilead is to Health Care as $GE is to Industrials. Well almost; $GE may be a better buy! Target $40,let&#39;s get &#39;er done!",Monetary,forecast,40
103592768,2397,$QQQ $NDX $SPY $AMZN I am calling the NDX short term bottom here. Happened 3 times in the last 3 months and ripped,Quantity,Quantity,3
103592768,2397,$QQQ $NDX $SPY $AMZN I am calling the NDX short term bottom here. Happened 3 times in the last 3 months and ripped,Temporal,date,3
100730806,5137,$BTC.X BUY -just buy and HOLD - I bought 3 coins at $4700 - then it went down to $3300- about 100 days ago -now it is $7000+ (Just BELIEVE),Quantity,Quantity,3
100730806,5137,$BTC.X BUY -just buy and HOLD - I bought 3 coins at $4700 - then it went down to $3300- about 100 days ago -now it is $7000+ (Just BELIEVE),Monetary,buy price,4700
100730806,5137,$BTC.X BUY -just buy and HOLD - I bought 3 coins at $4700 - then it went down to $3300- about 100 days ago -now it is $7000+ (Just BELIEVE),Monetary,quote,3300
100730806,5137,$BTC.X BUY -just buy and HOLD - I bought 3 coins at $4700 - then it went down to $3300- about 100 days ago -now it is $7000+ (Just BELIEVE),Temporal,date,100
100730806,5137,$BTC.X BUY -just buy and HOLD - I bought 3 coins at $4700 - then it went down to $3300- about 100 days ago -now it is $7000+ (Just BELIEVE),Monetary,quote,7000
104470250,1849,$JDST headed to $94 zone so that is my algo&#39;s final PT before loading up on $JNUG for the monster gold rally in Jan 2018. Follow my profits!,Monetary,forecast,94
104470250,1849,$JDST headed to $94 zone so that is my algo&#39;s final PT before loading up on $JNUG for the monster gold rally in Jan 2018. Follow my profits!,Temporal,date,2018.
101058901,983,"$BAC $JPM run 10yr rate run!!! 2.40 now, running up and past 2.45 to get back to 2.5 levels",Temporal,date,10
101058901,983,"$BAC $JPM run 10yr rate run!!! 2.40 now, running up and past 2.45 to get back to 2.5 levels",Monetary,quote,2.40
98543340,2338,"$TREE YES, LEBDA SOLD 4,000 SHARES.. 2 DAYS AGO.. IT WAS ONE OF HIS SMALLER SELL OFFS.. THE MONEY $TREE WILL BE FINE",Quantity,Quantity,"4,000"
98543340,2338,"$TREE YES, LEBDA SOLD 4,000 SHARES.. 2 DAYS AGO.. IT WAS ONE OF HIS SMALLER SELL OFFS.. THE MONEY $TREE WILL BE FINE",Temporal,date,2
99972698,6534,$OTIC won&#39;t be surprised if lonely bear will sell 1 share at closing time..to force shareprice down 1%..hoping to create some fear and doubt,Quantity,Quantity,1
99972698,6534,$OTIC won&#39;t be surprised if lonely bear will sell 1 share at closing time..to force shareprice down 1%..hoping to create some fear and doubt,Percentage,relative,1
100559131,1543,"$LIT at $40 even with $TSLA at $300, gonna go to $60 when tesla announces bottle neck fixed and goes back to $380",Monetary,quote,40
100559131,1543,"$LIT at $40 even with $TSLA at $300, gonna go to $60 when tesla announces bottle neck fixed and goes back to $380",Monetary,quote,300
98975076,4614,$TRXC robots are the future. $MZOR $TRXC $ABB $BOTZ. Need at least 1 in your portfolio,Quantity,Quantity,1
98710641,7116,$SPY Bull market starting... new RSI upper limit raised from 100 to 500... buy buy buy,Indicator,Indicator,100
98710641,7116,$SPY Bull market starting... new RSI upper limit raised from 100 to 500... buy buy buy,Indicator,Indicator,500.
103199045,7373,"$OPK Who&#39;s adding at 3$ ? lol...Recognia alert: Bear Flag , 46% possible downside. At this point it anything is possible",Percentage,absolute,46
103158548,7786,$HTGM had to see the comedic relief here. This is sub $2 and possibly waterfall. Don&#39;t forget Delisting,Monetary,quote,2
100408994,1457,"AMC PENNY GAINERS (MONDAY)

$AUY $2.70
$AVEO $3.01
$CIK $3.40
$ACHN $4.05
$HL $4.56
$FMSA $4.85

#luckylou #penny #gainers",Monetary,quote,2.70
100408994,1457,"AMC PENNY GAINERS (MONDAY)

$AUY $2.70
$AVEO $3.01
$CIK $3.40
$ACHN $4.05
$HL $4.56
$FMSA $4.85

#luckylou #penny #gainers",Monetary,quote,3.01
100408994,1457,"AMC PENNY GAINERS (MONDAY)

$AUY $2.70
$AVEO $3.01
$CIK $3.40
$ACHN $4.05
$HL $4.56
$FMSA $4.85

#luckylou #penny #gainers",Monetary,quote,3.40
100408994,1457,"AMC PENNY GAINERS (MONDAY)

$AUY $2.70
$AVEO $3.01
$CIK $3.40
$ACHN $4.05
$HL $4.56
$FMSA $4.85

#luckylou #penny #gainers",Monetary,quote,4.05
100408994,1457,"AMC PENNY GAINERS (MONDAY)

$AUY $2.70
$AVEO $3.01
$CIK $3.40
$ACHN $4.05
$HL $4.56
$FMSA $4.85

#luckylou #penny #gainers",Monetary,quote,4.56
100408994,1457,"AMC PENNY GAINERS (MONDAY)

$AUY $2.70
$AVEO $3.01
$CIK $3.40
$ACHN $4.05
$HL $4.56
$FMSA $4.85

#luckylou #penny #gainers",Monetary,quote,4.85
103161125,9094,$EARS all BS ..Biotech is flying at this moment ... I am expecting ears to follow up later on .. I am bullish 100%,Percentage,absolute,100
100764789,1032,"$CL_F $UWT $DWT $USO $XLE Oil is a short at  57.05, targets below are 56.33, 56.18, 55.66 and  55.50.",Monetary,forecast,56.33
100764789,1032,"$CL_F $UWT $DWT $USO $XLE Oil is a short at  57.05, targets below are 56.33, 56.18, 55.66 and  55.50.",Monetary,forecast,56.18
100764789,1032,"$CL_F $UWT $DWT $USO $XLE Oil is a short at  57.05, targets below are 56.33, 56.18, 55.66 and  55.50.",Monetary,forecast,55.66
100764789,1032,"$CL_F $UWT $DWT $USO $XLE Oil is a short at  57.05, targets below are 56.33, 56.18, 55.66 and  55.50.",Monetary,forecast,55.50
104606729,4078,$CARG Rising slowly &amp; steadily for 30 days is why I&#39;ve been sharing with my $CVNA $TSLA $BABA $ROKU $FCEL friends.,Temporal,date,30
58477326,6293,$OLN is a BUY with 6.0% upside to current price of $25.60 based on averages of all analyst ratings and targets http://manyratings.com/OLN,Percentage,relative,6.0
58477326,6293,$OLN is a BUY with 6.0% upside to current price of $25.60 based on averages of all analyst ratings and targets http://manyratings.com/OLN,Monetary,quote,25.60
68909463,9714,$AMRS Holding. Short term going nowhere until you look up one day and it is up 300%. Winner all the way here.,Percentage,relative,300
102751150,2066,"$TEUM Scootch over, need to recoup my losses from $SSC. In at $1.68, 1k shares! Baby take me to $3 atleast!",Monetary,buy price,1.68
102751150,2066,"$TEUM Scootch over, need to recoup my losses from $SSC. In at $1.68, 1k shares! Baby take me to $3 atleast!",Quantity,Quantity,1
18535234,22,$SIRI - with $GOOG &amp; $AAPL looking at auto sector expect 1 or both to go after $SIRI - maybe buyout coming in 2014,Quantity,Quantity,1
18535234,22,$SIRI - with $GOOG &amp; $AAPL looking at auto sector expect 1 or both to go after $SIRI - maybe buyout coming in 2014,Temporal,date,2014
102326918,6339,"$CLF Briefly May 2018 futures will be the main one to follow, already 20 y. Above jan18 fut, weekly",Temporal,date,2018
102326918,6339,"$CLF Briefly May 2018 futures will be the main one to follow, already 20 y. Above jan18 fut, weekly",Temporal,date,20
102326918,6339,"$CLF Briefly May 2018 futures will be the main one to follow, already 20 y. Above jan18 fut, weekly",Temporal,date,18
98223739,6294,$NVDA The pumpers have no shame in life. Keep dreaming about 200 while this goes down to 170.,Monetary,quote,170.
100466847,8373,"$TOPS strong resistance at vwap, (still bouncing off the 20SMA)if we brake out we shoot to the moon",Indicator,Indicator,20
101598632,1857,"$SQ Market Cap: $15.7b
$PYPL Market Cap: $88.6b
$MA Market Cap: $157.4b
$V Market Cap: 251.8b 

$SQ Has a ton of room to grow!",Monetary,money,15.7
101598632,1857,"$SQ Market Cap: $15.7b
$PYPL Market Cap: $88.6b
$MA Market Cap: $157.4b
$V Market Cap: 251.8b 

$SQ Has a ton of room to grow!",Monetary,money,88.6
101598632,1857,"$SQ Market Cap: $15.7b
$PYPL Market Cap: $88.6b
$MA Market Cap: $157.4b
$V Market Cap: 251.8b 

$SQ Has a ton of room to grow!",Monetary,money,157.4
101598632,1857,"$SQ Market Cap: $15.7b
$PYPL Market Cap: $88.6b
$MA Market Cap: $157.4b
$V Market Cap: 251.8b 

$SQ Has a ton of room to grow!",Monetary,money,251.8
102615072,1685,$SPY $SPX $DJT $DIA $VIX finally took 2 year old 2 see what Daddy&#39;s &quot;always working on&quot;... Love you! &amp; God bless usa,Temporal,date,2
99720774,1157,$BTE $BTA.CA $UWT I guess EIA going to confirm API report from yesterday:  Crude -5.087 Cush -0.263 Gas -7.697 Dist -3.106,Monetary,change,5.087
99720774,1157,$BTE $BTA.CA $UWT I guess EIA going to confirm API report from yesterday:  Crude -5.087 Cush -0.263 Gas -7.697 Dist -3.106,Monetary,change,0.263
99720774,1157,$BTE $BTA.CA $UWT I guess EIA going to confirm API report from yesterday:  Crude -5.087 Cush -0.263 Gas -7.697 Dist -3.106,Monetary,change,7.697
99720774,1157,$BTE $BTA.CA $UWT I guess EIA going to confirm API report from yesterday:  Crude -5.087 Cush -0.263 Gas -7.697 Dist -3.106,Monetary,change,3.106
97093435,6189,$ASM right now at 1.60 per share paladinbst some volume is needed and this stock could fly like a rocket. I&#39;ll be satisfy in the 2 range :),Monetary,quote,1.60
100878114,9657,$GOOS  Trudue meeting all the Muslims coming in and giving them a 1000 dollar parka paid for by working Canadians,Monetary,money,1000
97175919,5452,"$GPRO anyone who jumbed on the train at 9,80$ is lucky....there in no other stop till 20$",Monetary,buy price,9
102930449,9930,$PPC Worth a look. Tight consolidation box on Support with S/R and Fibs aligned tight at 23.6% Extension...great trend.,Percentage,relative,23.6
103124018,4197,$ADMP $TXMD Happy that investing fundamentals are in line. Now Just wait and watch for boom in 2018.. Happy Holidays,Temporal,date,2018.
105000499,3879,Gold&#39;s Upside Target for December 2017 $GLD $GC_F $SI_F $XAUUSD $GDX $HUI $PLG  $PL_F $SLV https://www.sunshineprofits.com/gold-silver/free-alerts/gold-upside-target-december-2017,Temporal,date,2017
102069264,6437,$MFA at $8.12 - Buy Stock Market Alert sent to members at 10:19 AM ET #stocks,Temporal,time,10
102069264,6437,$MFA at $8.12 - Buy Stock Market Alert sent to members at 10:19 AM ET #stocks,Temporal,time,19
99034661,4350,"@howardlindzon AliPay, Ant Financials major investments in FinTech, quickly working into U.S. Market $TCEHY (Big ups) $PYPL  M/A -+3yrs",Temporal,date,3
102144563,1410,$NYMO consider the last trip from trough to peak = 600 $NYA points. Cycle starting again. Re: black line = 20ma :),Monetary,quote,600
102144563,1410,$NYMO consider the last trip from trough to peak = 600 $NYA points. Cycle starting again. Re: black line = 20ma :),Indicator,Indicator,20
104653756,1030,"Dick&#39;s Q3 Earnings Show The Right Moves. Get the Q3 Analysis here! https://seekingalpha.com/article/4125620-dicks-q3-earnings-show-right-moves 
$DKS $CAB $BGFV $FL $HIBB $AMZN",Temporal,date,3
104653756,1030,"Dick&#39;s Q3 Earnings Show The Right Moves. Get the Q3 Analysis here! https://seekingalpha.com/article/4125620-dicks-q3-earnings-show-right-moves 
$DKS $CAB $BGFV $FL $HIBB $AMZN",Temporal,date,3
102485362,1017,$FNMA $FMCC Great summary of Bill Ackman&#39;s 3Q17 Letter - long thesis for Fannie and Freddie and recent developments https://investoralmanac.com/2017/11/23/bill-ackmans-3q17-letter-adp-chipotle-fannie-and-freddie-herbalife-short-mondelez/,Temporal,date,3
102485362,1017,$FNMA $FMCC Great summary of Bill Ackman&#39;s 3Q17 Letter - long thesis for Fannie and Freddie and recent developments https://investoralmanac.com/2017/11/23/bill-ackmans-3q17-letter-adp-chipotle-fannie-and-freddie-herbalife-short-mondelez/,Temporal,date,17
100023616,6499,"$CALA 
Was in the stock when it went from $8 to $32 in a week..watch out shorts",Monetary,quote,8
100023616,6499,"$CALA 
Was in the stock when it went from $8 to $32 in a week..watch out shorts",Monetary,quote,32
103220878,3170,$SSC $DPW $SWCH $JD are all at perfect times to buy in big for 2018 growth. Great for a portfolio if you are a investor.,Temporal,date,2018
97161567,1949,"TCL..the launch of BlackBerry Motion..on opening day of the Gitex Technology Week in Dubai. Oct 8 2017
http://tradearabia.com/touch/article/IT/331243 $BBRY $BB.CA",Temporal,date,8
97161567,1949,"TCL..the launch of BlackBerry Motion..on opening day of the Gitex Technology Week in Dubai. Oct 8 2017
http://tradearabia.com/touch/article/IT/331243 $BBRY $BB.CA",Temporal,date,2017
101762069,1705,"$UVXY at 10:15am EST today this crashed because $SPX hit 2580, would this crash again once the 2590 milestone is reached? by how much?",Temporal,time,10
101762069,1705,"$UVXY at 10:15am EST today this crashed because $SPX hit 2580, would this crash again once the 2590 milestone is reached? by how much?",Temporal,time,15
101762069,1705,"$UVXY at 10:15am EST today this crashed because $SPX hit 2580, would this crash again once the 2590 milestone is reached? by how much?",Monetary,quote,2580
101290250,1644,$MRNS If it breaks 7 it is definitely going near 6.5. TBH I like stock here given $SAGE data. If you are new buy it. I have a base of 4K.,Monetary,support or resistance,7
103537951,4832,2018 in front of us. Dec a good time for rebalancing $SPY $QQQ. A HINT? Watch the Energy Sector $HAL $SLB $OIH $TS,Temporal,date,2018
101198108,5838,$PLUG can we just announce Q4 2019 so I can sell for loss after 6 damn years?,Temporal,date,4
101198108,5838,$PLUG can we just announce Q4 2019 so I can sell for loss after 6 damn years?,Temporal,date,2019
101198108,5838,$PLUG can we just announce Q4 2019 so I can sell for loss after 6 damn years?,Temporal,date,6
104212764,3262,$SWCH and $ROKU tales of 2 iPos... $roku get news everyday and there is none for $SWCH and the price action as well,Quantity,Quantity,2
99391913,8555,"Very bad week. Fortunately, we have a very good trade on $GRUB +10% that makes break-even. http://www.swingstocktraders.com/performance.html",Percentage,relative,10
98474883,7998,"Tax reform is bad for tax excemption, bad for $TSLA stock and very bad for refundable model 3 deposits. https://www.forbes.com/sites/davidkiley5/2017/02/19/teslas-1-threat-trumps-and-ryans-hatred-of-the-ev-tax-credit/#797ceb3f5bef",Product Number,Product Number,3
105368367,3967,$XVG.X all the ask being swallowed up. I see someone buying 3 $BTC.X worth,Quantity,Quantity,3
102083932,7213,$ULTA longs called me out for hiding on Friday when I was here... but really who is hiding now. It&#39;s rinse and repeat. Pop 1 day down 4 day,Temporal,date,1
102083932,7213,$ULTA longs called me out for hiding on Friday when I was here... but really who is hiding now. It&#39;s rinse and repeat. Pop 1 day down 4 day,Temporal,date,4
102391282,3869,"$RIOT Breaking 15$ BOOOM Shaka laka $SRAX has been an amazing play, thanks $CARV reving up and $TELL has been TuttiFrutti",Monetary,support or resistance,15
101201511,1333,$BABA $AMZN generated $1B on Prime Day. $BABA over $25 B on Singles day https://mobile.nytimes.com/2017/11/10/business/alibaba-singles-day.html IMPRESSIVE!,Monetary,money,1
101201511,1333,$BABA $AMZN generated $1B on Prime Day. $BABA over $25 B on Singles day https://mobile.nytimes.com/2017/11/10/business/alibaba-singles-day.html IMPRESSIVE!,Monetary,money,25
101262866,950,$ROKU Buy at EOD for tomorrow? Tomorrow would be day 4 of this. $WTW went up 6 days straight  last ER just for comparison. It is possible .,Temporal,date,4
101262866,950,$ROKU Buy at EOD for tomorrow? Tomorrow would be day 4 of this. $WTW went up 6 days straight  last ER just for comparison. It is possible .,Temporal,date,6
102859658,5479,$SQ 40 million shares took this up 6% and 1 million shares took this down 2%. wait for the fat bulls to get back from lunch.,Quantity,Quantity,40
102859658,5479,$SQ 40 million shares took this up 6% and 1 million shares took this down 2%. wait for the fat bulls to get back from lunch.,Percentage,relative,6
102859658,5479,$SQ 40 million shares took this up 6% and 1 million shares took this down 2%. wait for the fat bulls to get back from lunch.,Quantity,Quantity,1
102859658,5479,$SQ 40 million shares took this up 6% and 1 million shares took this down 2%. wait for the fat bulls to get back from lunch.,Percentage,relative,2
100498338,9728,$MOS A blow-out quarter and no big upgrades from analysts? Plus industry consolidation. added more. $22 looks like support,Monetary,support or resistance,22
103691726,1752,$ARGS $CUR a phase 2 study up 100%. Hope we get a crazy ride someday here with $ARGS.,Percentage,relative,100
99201805,6217,"$NETE Let numbers speak for themselves: EPS growth last qtr 80.43% vs 37.61% industry, Rev growth 212% vs 34.45% industry. Very",Percentage,relative,80.43
99201805,6217,"$NETE Let numbers speak for themselves: EPS growth last qtr 80.43% vs 37.61% industry, Rev growth 212% vs 34.45% industry. Very",Percentage,relative,37.61
99201805,6217,"$NETE Let numbers speak for themselves: EPS growth last qtr 80.43% vs 37.61% industry, Rev growth 212% vs 34.45% industry. Very",Percentage,relative,212
99201805,6217,"$NETE Let numbers speak for themselves: EPS growth last qtr 80.43% vs 37.61% industry, Rev growth 212% vs 34.45% industry. Very",Percentage,relative,34.45
102422471,8319,$SQ with this new partnership will go up next market day at 5% at least,Percentage,relative,5
98717483,7312,$IDXG didn&#39;t get filled @ $1.35 last Friday so added 500 shares more @ $1.30. May not go up overnight but pipeline sure looks amazing. LT -&gt;,Quantity,Quantity,500
103577364,9967,$NVDA the worst thing you can do is to sell on a 6% down day.,Percentage,relative,6
102517690,8180,$IDXG Stover should be put up for the WORST CEO of 2017. This clown managed to virtually wipe out all longs from the beginning of the year!,Temporal,date,2017.
101043354,80,$RSLS $HMNY type move soon - went from $2.40 to $38 = 15.8 bagga.  Meaning $1.66 * 15.8 = $26.28 - them low floater gems can do it!  LOCKED,Monetary,quote,2.40
101043354,80,$RSLS $HMNY type move soon - went from $2.40 to $38 = 15.8 bagga.  Meaning $1.66 * 15.8 = $26.28 - them low floater gems can do it!  LOCKED,Monetary,quote,1.66
103499804,4062,$NSPR the D warrants were structured pretty much like $IMUC offering/warrants. Once market  cleared the warrant floor it was up about 75%,Percentage,relative,75
103328471,3836,$OLED $COHR Buy the dip. Oled will have a great 2018. Galaxy X will be foldable. https://www.youtube.com/watch?v=DFKFnkP_sLQ,Temporal,date,2018.
98967595,7422,"$CMG Am I the only one who thinks this stock will be over $1,000 in 5 years?",Temporal,date,5
102656688,2225,"$BTC.X $GBTC $BTCUSD  running nicely today MGTI ceo and founder calling for $25, company mines about 100 bitcoins monthly.. very",Quantity,Quantity,100
102913674,3264,"$BAC $WFC $XLF $GS someone hit a call block at 9.35 am ,rest is hostory ,check details http://www.stockoptionexpert.com/trades/item/249-bank-sector-exploded-as-we-flagged-big-block-buyers",Temporal,time,9.35
39797857,1618,$AAPL  Remember 2009? $BAC was at 3 a share. People of Greece all want $NBR to open to get back to normal. Tired of Banking on $AAPL Iphones,Monetary,quote,3
99675038,9081,$TRXC Let&#39;s build this watch list to a target of 50 K watchers  !,Quantity,Quantity,50
100314269,4155,$UWT $DWT $USO $SCO $CL_F Outside the regression on the daily. I&#39;m in at 16.79 in the D. Time for a pullback.,Monetary,buy price,16.79
102416894,7364,"$KOPN CEO bought 250k shares at 3.25, Goertek bought 10 percent of the company at 3.25, 5 glasses at CES, apple supplier",Quantity,Quantity,250
102416894,7364,"$KOPN CEO bought 250k shares at 3.25, Goertek bought 10 percent of the company at 3.25, 5 glasses at CES, apple supplier",Monetary,buy price,3.25
102416894,7364,"$KOPN CEO bought 250k shares at 3.25, Goertek bought 10 percent of the company at 3.25, 5 glasses at CES, apple supplier",Quantity,Quantity,5
68429832,2734,trade review of a 1 month old idea: buying tax loss harvesting candidates https://www.linkedin.com/pulse/trade-idea-performance-review-buying-tax-loss-allan-parks-cfa?trk=pulse_spock-articles $CELG $JNPR $MPC,Temporal,date,1
96207364,7212,$FLXN 25% short interest and about 11 days to cover could also have a big impact.,Percentage,absolute,25
96207364,7212,$FLXN 25% short interest and about 11 days to cover could also have a big impact.,Temporal,date,11
100557689,2178,"$CVS Health Is Approaching A 3% Yield $CVS
http://www.seekingalpha.com/article/4121945. Made money last 2 days trading, but should I hold some for run to 80s?",Percentage,absolute,3
100557689,2178,"$CVS Health Is Approaching A 3% Yield $CVS
http://www.seekingalpha.com/article/4121945. Made money last 2 days trading, but should I hold some for run to 80s?",Temporal,date,2
92405333,6810,$AMAT still feeling really good about my Jan 2018 $45 calls and the shares I bought throughout today,Option,maturity date,2018
92405333,6810,$AMAT still feeling really good about my Jan 2018 $45 calls and the shares I bought throughout today,Option,exercise price,45
103261174,4881,"$BB QNX owns the Monopoly in CAR OS, nobody has 35 years now to spend to build a Car OS when autonomous cars are already on the road. $BB.CA",Temporal,date,35
102147195,5393,$CRC where is the release about the stock offering? 6M shares? $15/per? Are they paying off debt? I cant find anything... thanks,Quantity,Quantity,6
96433860,2108,"#cryptoposse get in $DTB.X here in the .50s if u can. Expecting a run to $1.00.  @BunkerBombs found another big winner here, the next $IOP.X",Monetary,buy price,.50
104460885,4859,$BTC.X $BUND $ES_F Bitcoin up 6% on Bombing  Futures not working for shorting,Percentage,relative,6
101746646,6078,$MZOR 20 dma held like a wall. $63 by end of week. $65-67 by end of next week. Still predicting $70 end of year.,Indicator,Indicator,20
103696810,8864,$ACHV deft looks like it will move higher in in on break of 1.44 on vol,Monetary,support or resistance,1.44
99752735,256,$UNIT Shorts: If Corp Tax Rate is set at 20% effective when it&#39;s past. This whole Market will probably jump another 12%! $BA $NEE $CVI $NRZ,Percentage,absolute,20
99752735,256,$UNIT Shorts: If Corp Tax Rate is set at 20% effective when it&#39;s past. This whole Market will probably jump another 12%! $BA $NEE $CVI $NRZ,Percentage,relative,12
101700348,1303,"$SVU If $WMT is up by 6%, $SVU should be up by 12%. Soon it is going to happen within a month.",Percentage,relative,6
101700348,1303,"$SVU If $WMT is up by 6%, $SVU should be up by 12%. Soon it is going to happen within a month.",Percentage,relative,12
